taxon_id,disease,p_value,auc,auc_effect,mean_health,mean_disease,effect_direction,n_health,n_disease
167,D015179,1.6142706699616522e-25,0.2378222222222222,0.2621777777777778,0.0047748536814698,0.0015617204547489982,decreased,500,180
292,D015179,0.4864134786639792,0.5174777777777778,0.017477777777777814,0.0047220513270024396,0.005424767925058931,increased,500,180
305,D015179,0.056967713511790995,0.5478000000000001,0.047800000000000065,0.0045135913490400624,0.005337798437915041,increased,500,180
548,D015179,0.023050982122814694,0.5570666666666666,0.0570666666666666,0.004746195632717727,0.005673171782385444,increased,500,180
550,D015179,8.004937168488234e-26,0.23615555555555554,0.26384444444444444,0.004749685319801932,0.001496821539058387,decreased,500,180
562,D015179,0.10149960005994504,0.5411222222222223,0.04112222222222228,0.004435675141374146,0.0053324477749848885,increased,500,180
571,D015179,0.9315923775892441,0.5021555555555556,0.002155555555555577,0.004963456418890866,0.00557074943160278,increased,500,180
573,D015179,0.03908465301759913,0.551811111111111,0.05181111111111103,0.004732499953857382,0.006204152265369863,increased,500,180
582,D015179,2.7076744610345556e-14,0.3088666666666667,0.19113333333333332,0.004473650433630446,0.001881098362574772,decreased,500,180
584,D015179,0.8231825581695565,0.5056111111111111,0.005611111111111122,0.004578526905453109,0.005090723239505867,increased,500,180
817,D015179,0.6735776028161138,0.5105777777777778,0.010577777777777797,0.004526491652060327,0.005253678143917627,increased,500,180
818,D015179,0.006246749674829484,0.5686666666666667,0.06866666666666665,0.004605130475478246,0.006103496887763208,increased,500,180
820,D015179,1.2597689512129515e-19,0.27240000000000003,0.22759999999999997,0.004491984812504467,0.0017240542237462722,decreased,500,180
821,D015179,0.23116749305957374,0.5300666666666667,0.030066666666666686,0.004450661675020868,0.005008293846891531,increased,500,180
823,D015179,0.016177299025910297,0.5603888888888888,0.060388888888888825,0.004813794636184261,0.005875305695162826,increased,500,180
849,D015179,0.2346336409562938,0.5298444444444443,0.02984444444444434,0.004818299606660471,0.005811572510116779,increased,500,180
850,D015179,7.486234122799062e-27,0.23060000000000003,0.2694,0.0047704237031492135,0.0015042608125899566,decreased,500,180
851,D015179,0.43951266487608354,0.519411111111111,0.019411111111111046,0.004879706558154652,0.004905875495170339,increased,500,180
852,D015179,0.2370817437707038,0.5296888888888889,0.029688888888888876,0.004374074974094275,0.005071418542476918,increased,500,180
853,D015179,0.6716402356233873,0.5106444444444445,0.010644444444444456,0.004903657770836454,0.005178538987994728,increased,500,180
861,D015179,5.62495572276613e-19,0.27653333333333335,0.22346666666666665,0.004547004294731307,0.0016248948516668586,decreased,500,180
905,D015179,0.12753151401348997,0.5382666666666667,0.03826666666666667,0.004372907236076861,0.005067692478582741,increased,500,180
907,D015179,0.0294136741609344,0.554688888888889,0.05468888888888901,0.0045954202267093295,0.0059650701549449296,increased,500,180
1254,D015179,0.04329879077226457,0.5507444444444444,0.05074444444444437,0.004461171325556389,0.005521581935010865,increased,500,180
1270,D015179,7.330557287565509e-20,0.27092222222222223,0.22907777777777777,0.004671174957789479,0.0016253623270233652,decreased,500,180
1282,D015179,0.016998090788767104,0.5599333333333333,0.05993333333333328,0.004294530986620744,0.005255040098331689,increased,500,180
1304,D015179,0.006643887904095555,0.5681555555555556,0.06815555555555564,0.0044795014926816935,0.00564716674229715,increased,500,180
1308,D015179,0.2376086772697945,0.5296555555555555,0.029655555555555546,0.004639544172547949,0.00486929234830496,increased,500,180
1318,D015179,1.638843770043754e-17,0.2861333333333333,0.2138666666666667,0.004215946348464622,0.0015126571029372366,decreased,500,180
1351,D015179,0.3418827431556398,0.5238666666666667,0.023866666666666703,0.004541062808321212,0.004828991182557396,increased,500,180
1352,D015179,0.01089518841147279,0.5639333333333334,0.0639333333333334,0.004406350394364636,0.005813347428086687,increased,500,180
1381,D015179,0.00986412891097852,0.5648000000000001,0.06480000000000008,0.004361108860734882,0.005694333200146736,increased,500,180
1502,D015179,1.3090689845799228e-18,0.27890000000000004,0.22109999999999996,0.004674286520995853,0.0019087808496689744,decreased,500,180
1531,D015179,0.3498063860551527,0.5234777777777777,0.02347777777777771,0.004520455884099378,0.005369914588213181,increased,500,180
1583,D015179,0.7339873140348139,0.4914666666666666,0.008533333333333393,0.005110054381453061,0.004794976826696399,decreased,500,180
1584,D015179,0.00011125334558505383,0.5970444444444445,0.09704444444444449,0.004353346193924479,0.00598735677905106,increased,500,180
1596,D015179,1.7867047951378266e-18,0.2797777777777778,0.2202222222222222,0.004317347855501666,0.0015605772414775268,decreased,500,180
1598,D015179,0.00839227391107641,0.5661888888888889,0.06618888888888885,0.0043979367069050855,0.005965518084760436,increased,500,180
1604,D015179,0.024363411652303723,0.5565333333333333,0.056533333333333324,0.0047114955533628785,0.0054214440440692405,increased,500,180
1623,D015179,0.23585544521793833,0.5297666666666667,0.02976666666666672,0.00449617756411271,0.005231401248919485,increased,500,180
1630,D015179,1.6595087341068661e-21,0.26083333333333336,0.23916666666666664,0.004557270828742019,0.0015668631645157003,decreased,500,180
1680,D015179,0.03004548268793734,0.5544777777777777,0.054477777777777736,0.004387186560456682,0.00547023665430664,increased,500,180
1681,D015179,0.4984073642798047,0.5169999999999999,0.016999999999999904,0.004584923114878283,0.004943400907318395,increased,500,180
1683,D015179,0.15692177772813862,0.5355444444444444,0.03554444444444438,0.004961663320159349,0.0060694918216345935,increased,500,180
1685,D015179,2.3698257068975623e-18,0.28057777777777776,0.21942222222222224,0.0045257727477294,0.0017933713098075492,decreased,500,180
1686,D015179,0.004678916681697104,0.5710222222222222,0.07102222222222221,0.004558330180905818,0.006428633743870763,increased,500,180
